"Varietas","fosfor","boron","Warna","rasa","teknik","Musim","Penyakit","PH","Grade_mutu"
"0.2","0.92137051088337","0.001984126984127","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.8","0.0092592592592586","0.39880952380952","1","1","0","1","0.5","1","2"
"1","0.9537037037037","0.0048207870213696","0","1","1","1","0.25","1","0"
"0","0.96296296296296","0.99404761904762","0.33333333333333","0","0","0","0","0","2"
"0.6","0.027777777777778","0.20238095238095","1","0","0","0","0.75","0","2"
"1","0.94444444444444","0","0","1","1","1","0.5","1","1"
"1","0.036711045707541","0","0","1","1","1","0.75","1","0"
"0.2","0.037037037037036","0.001984126984127","0.66666666666667","1","1","1","0.75","0.33333333333333","2"
"0.4","0.94130366168068","0.59789524710017","1","0","0","1","0","0.33333333333333","3"
"0.6","0.93518518518518","0.20436507936508","1","0","0","0","0.75","0","2"
"0.2","0.94444444444444","0.8015873015873","0.66666666666667","1","1","1","0.25","1","1"
"0.6","0.97222222222222","0.20039682539683","1","0","1","1","0.25","0.33333333333333","3"
"0.8","0.018518518518517","0.40079365079365","1","1","0","1","0.5","1","2"
"0.2","0.97222222222222","0.79761904761905","0.66666666666667","1","1","1","0.75","1","1"
"1","0.94444444444444","0.00010141216248291","0","1","1","1","0.25","1","0"
"1","0.94314746983875","0.0056744578225905","0","1","1","1","0.75","1","0"
"0.8","0","0.39880952380952","1","1","1","0","0.75","0","3"
"0.6","0.95281756388721","0.20417519226155","1","0","1","1","0","0.33333333333333","3"
"1","0.027777777777778","0.005952380952381","0","1","1","1","1","0.33333333333333","1"
"0.8","0.9537037037037","0.40079365079365","1","1","0","1","0.5","1","2"
"1","0.93841966595444","0","0","1","1","1","0.75","1","0"
"0.2","0.020179360161176","0.79924727996546","0.66666666666667","1","1","1","1","1","1"
"0","0.9537037037037","0.99404761904762","0.33333333333333","0","1","1","1","1","1"
"0.8","0.027777777777778","0.4047619047619","1","1","0","1","1","1","1"
"0.4","0.018518518518517","0.6031746031746","1","0","0","1","1","0.33333333333333","1"
"0.2","0.96296296296296","0.8015873015873","0.66666666666667","1","1","1","1","1","1"
"0.6","0.9537037037037","0.20039682539683","1","0","1","1","0.5","0.33333333333333","3"
"1","0.96384929427364","0","0","1","1","1","0.25","1","0"
"0.4","0.96296296296296","0.59722222222222","1","0","1","0","0.5","0.66666666666667","2"
"0.8","0.018518518518517","0.39880952380952","1","1","1","0","0.5","0","2"
"0.4","0.046296296296296","0.59869559790116","1","0","0","1","0.25","0.33333333333333","3"
"1","0.96855745731577","0.0047535607339226","0","1","1","1","0.75","0.33333333333333","1"
"1","0.02397242458177","0","0","1","1","1","0.25","1","0"
"0.2","0.027777777777778","0.79761904761905","0.66666666666667","1","1","1","0.75","1","1"
"1","0.9537037037037","0.00047562963893114","0","1","1","1","0.25","1","0"
"0.6","0.027777777777778","0.20436507936508","1","0","0","0","0.5","0.66666666666667","2"
"0.8","0.9537037037037","0.39880952380952","1","1","1","0","1","0.66666666666667","1"
"1","0.037037037037036","0.0016528635584093","0","1","1","1","0.25","1","0"
"0.8","0.046296296296296","0.40079365079365","1","1","1","0","1","0.66666666666667","1"
"0.2","0.9537037037037","0.79761904761905","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.8","0.97222222222222","0.4047619047619","1","1","0","1","0.25","0.33333333333333","3"
"0.2","0.96296296296296","0.79761904761905","0.66666666666667","1","0","0","0","0","2"
"0.6","0.037037037037036","0.20039682539683","1","0","1","1","0","1","2"
"1","0.043958541661094","0","0","1","1","1","0.25","1","0"
"0","0.93518518518518","0.99603174603175","0.33333333333333","0","1","1","1","1","1"
"0.8","0.027777777777778","0.40079365079365","1","1","0","1","0.75","0.33333333333333","3"
"1","0.018518518518517","0.00096152655129408","0","1","1","1","0.25","1","0"
"0.6","0.96296296296296","0.20238095238095","1","0","0","0","1","0.66666666666667","1"
"0.8","0.9537037037037","0.40079365079365","1","1","1","0","0","0.66666666666667","2"
"1","0.018518518518517","0.0033530426622603","0","1","1","1","0.75","1","0"
"0.2","0.018518518518517","0.79365079365079","0.66666666666667","1","0","0","0.75","0","2"
"0","0.037037037037036","0.99603174603175","0.33333333333333","0","1","1","0.75","0.33333333333333","2"
"0.6","0.94444444444444","0.20238095238095","1","0","1","1","0.75","0.33333333333333","2"
"0.8","0.95885165329113","0.40079365079365","1","1","0","1","0.25","1","3"
"1","0.96296296296296","0.005952380952381","1","1","0","0","1","0","1"
"0.4","0.023234223595213","0.59920634920635","1","0","0","1","0.25","0.33333333333333","3"
"1","0.9537037037037","0.0014806722920133","0","1","1","1","0.25","1","0"
"1","0.94295435109621","0.0056330752349031","0","1","1","1","0.75","1","0"
"0.8","0.97222222222222","0.39880952380952","1","1","0","1","0.25","0.33333333333333","3"
"0.8","0.0092592592592586","0.39880952380952","1","1","1","0","0","0.66666666666667","2"
"1","0.018518518518517","0.005952380952381","0","1","1","1","0.75","1","0"
"1","0.018518518518517","0.003968253968254","1","1","0","0","0.75","0","3"
"1","0.97222222222222","0.0010864923734595","1","1","0","0","0.75","0","3"
"0.2","0.93518518518518","0.79563492063492","0.66666666666667","1","0","0","0","0.66666666666667","2"
"1","0.94444444444444","0","0","1","1","1","0.25","1","0"
"1","0.94444444444444","0.005952380952381","0","1","1","1","0.5","1","1"
"0.8","0.94444444444444","0.4047619047619","1","1","1","0","0.75","0","3"
"1","0.027777777777778","0.005952380952381","0","1","1","1","0.25","1","0"
"1","0.9537037037037","0.0048910970811476","0","1","1","1","0.25","1","0"
"1","0.9537037037037","0.001984126984127","1","1","0","0","0.5","0","3"
"0.4","0.010391035186898","0.59896382579328","1","0","0","1","0.25","0.33333333333333","3"
"1","0.97222222222222","0.0018642901059562","0","1","1","1","0.75","1","0"
"1","0.027777777777778","0.00096828752934391","0","1","1","1","0.25","1","0"
"1","0.018244561139086","0.0019254218313916","0","1","1","1","0.25","1","0"
"0.8","0.96424700342672","0.39880952380952","1","1","0","1","0.5","0.33333333333333","3"
"1","0.97222222222222","0.0040551110272899","1","1","0","0","0","0","3"
"1","0.019521499967288","0.001984126984127","0","1","1","1","0.25","1","0"
"1","0.013913134853358","0.005952380952381","1","1","0","0","0.75","0","3"
"0","0.038456330912386","0.99419968624855","0.33333333333333","0","0","0","0.25","0.66666666666667","1"
"1","0.037037037037036","0.005952380952381","1","1","0","0","0","0","3"
"1","0.046296296296296","0.0024404150104148","0","1","1","1","0.75","0.33333333333333","1"
"0","0.037037037037036","0.99801587301587","0.33333333333333","0","1","1","0.75","1","1"
"0.8","0.018518518518517","0.40079365079365","1","1","1","0","1","0.66666666666667","1"
"0.6","0.018518518518517","0.20238095238095","1","0","0","0","0","0.66666666666667","2"
"1","0.04384335796307","0.0054267513095469","0","1","1","1","0.25","1","0"
"0.2","0.0092592592592586","0.79563492063492","0.66666666666667","1","0","0","0.5","0.66666666666667","2"
"1","0.94116169177181","0.0026875739854056","0","1","1","1","0.25","1","0"
"1","0.037037037037036","0.0052060398013607","0","1","1","1","0.75","1","0"
"0.6","0.9537037037037","0.20039682539683","1","0","0","0","0","0","2"
"0.6","0","0.20147983422133","1","0","0","0","1","0.66666666666667","1"
"0.8","0.0092592592592586","0.39880952380952","1","1","1","0","0.75","0.66666666666667","2"
"0.2","0.94444444444444","0.79563492063492","0.66666666666667","1","1","1","0","1","2"
"0.6","0.94444444444444","0.20039682539683","1","0","1","1","0.75","0.33333333333333","2"
"0.4","0.036240056900535","0.59954791212199","1","0","0","1","0.25","1","3"
"1","0.022819168450299","0.001984126984127","0","1","1","1","0.75","1","0"
"0.8","0.97222222222222","0.4047619047619","1","1","0","1","0.75","0.33333333333333","3"
"1","0.94130451370402","0.003968253968254","0","1","1","1","0.25","1","0"
"0.8","0.93882752944249","0.40079365079365","1","1","0","1","0","0.33333333333333","3"
"0","0.027777777777778","0.99404761904762","0.33333333333333","0","0","0","0.25","0.66666666666667","1"
"0.6","0.96296296296296","0.20436507936508","1","0","0","0","0","0.66666666666667","2"
"1","0.0092592592592586","0.003968253968254","1","1","0","0","0","0","3"
"1","0.95233818002276","0.003968253968254","0","1","1","1","0.75","1","0"
"0.6","0.046490089393668","0.20233942528866","1","0","0","0","0.75","0.66666666666667","1"
"0.4","0.046909830039567","0.59735369373864","1","0","0","1","0","0.33333333333333","3"
"0.4","0.95240822070705","0.59920634920635","1","0","1","0","0.75","0","3"
"1","0","0.001984126984127","1","1","0","0","0.75","0","3"
"1","0.0092592592592586","0.005952380952381","0","1","1","1","0","1","1"
"0.4","0.022539382525618","0.60032886247467","1","0","0","1","0.5","0.33333333333333","3"
"0.2","0.0092592592592586","0.79563492063492","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.4","0.93518518518518","0.59920634920635","1","0","0","1","1","0.33333333333333","1"
"0.4","0.037037037037036","0.6031746031746","1","0","1","0","0","0","2"
"0.2","0.037037037037036","0.79365079365079","0.66666666666667","1","0","0","0.75","0.66666666666667","1"
"0","0.97222222222222","1","0.33333333333333","0","0","0","0.25","0","2"
"1","0.018087908516323","0.0038759803963551","0","1","1","1","0.75","1","0"
"0.6","0.0092592592592586","0.20238095238095","1","0","0","0","0.25","0","2"
"1","0.9537037037037","0","1","1","0","0","0.75","0.66666666666667","2"
"0","0.9537037037037","0.99603174603175","0.33333333333333","0","0","0","0.25","0","2"
"1","0.037037037037036","0","0","1","1","1","0.5","0.33333333333333","2"
"0.2","0.037037037037036","0.001984126984127","0.66666666666667","1","1","1","0.75","1","1"
"0.6","0.0092592592592586","0.20039682539683","1","0","1","1","0.75","1","1"
"0.4","0.024704578861209","0.59920634920635","1","0","0","1","0.75","0.33333333333333","3"
"1","0.034273459239547","0.0045604492105733","0","1","1","1","0.25","1","0"
"0.6","0.94444444444444","0.20039682539683","1","0","0","0","0.5","0","2"
"1","0.018518518518517","0.005952380952381","1","1","0","0","0.25","0.66666666666667","2"
"1","0.94651898870923","0.005952380952381","0","1","1","1","0.25","0.33333333333333","1"
"0.8","0.96296296296296","0.40079365079365","1","1","1","0","0.75","0.66666666666667","2"
"0","0.94444444444444","0.99404761904762","0.33333333333333","0","0","0","0.5","0","2"
"1","0.0092592592592586","0.005952380952381","0","1","1","1","0.75","1","0"
"1","0.013210790584705","0.005952380952381","0","1","1","1","0.25","1","0"
"1","0.055555555555554","0.001984126984127","0","1","1","1","1","0.33333333333333","1"
"0.4","0.046296296296296","0.59722222222222","1","0","0","1","1","1","1"
"0.6","0.9537037037037","0.20083373848366","1","0","0","0","0.75","0.66666666666667","1"
"1","0.93518518518518","0.001984126984127","1","1","0","0","0","0.66666666666667","2"
"1","0.9537037037037","0.003968253968254","1","1","0","0","0.25","0","3"
"0.8","0.96296296296296","0.40079365079365","1","1","1","0","0.5","0.66666666666667","2"
"0.2","0.97222222222222","0.79365079365079","0.66666666666667","1","0","0","0.75","0","2"
"0.6","0.018518518518517","0.20039682539683","1","0","0","0","0.25","0","2"
"0.4","0.027777777777778","0.59920634920635","1","0","0","1","0.75","0.33333333333333","3"
"0.6","0.93518518518518","0.20039682539683","1","0","1","1","0","1","2"
"0.6","0.94444444444444","0.20238095238095","1","0","1","1","0.25","1","2"
"0.2","0.046296296296296","0.79563492063492","0.66666666666667","1","1","1","1","0.33333333333333","1"
"1","0.027777777777778","0.001984126984127","0","1","1","1","1","0.33333333333333","1"
"1","0.0092592592592586","0.001984126984127","0","1","1","1","1","1","1"
"0.2","0.97222222222222","0.001984126984127","0.66666666666667","1","0","0","0.5","0","2"
"1","0.016311771428436","0.0034953795918079","0","1","1","1","0.75","1","0"
"0.8","0.94444444444444","0.39880952380952","1","1","1","0","0.25","0.66666666666667","2"
"0.2","0.027777777777778","0.79761904761905","0.66666666666667","1","1","1","0","0.33333333333333","2"
"1","0.94444444444444","0.0037909229409165","0","1","1","1","0.25","1","0"
"0.6","0.027777777777778","0.20436507936508","1","0","1","1","1","1","1"
"0.8","0.96296296296296","0.39880952380952","1","1","0","1","0","0.33333333333333","3"
"0.4","0.023520796174324","0.59722222222222","1","0","1","0","0.75","0","3"
"0.8","0.018518518518517","0.39880952380952","1","1","0","1","0","0.33333333333333","3"
"0.2","0.0092592592592586","0.8015873015873","0.66666666666667","1","1","1","1","1","1"
"0.6","0.018518518518517","0.20238095238095","1","0","0","0","0.5","0.66666666666667","2"
"0.2","0.93518518518518","0.79761904761905","0.66666666666667","1","1","1","0","0.33333333333333","2"
"0.2","0.055555555555554","0.001984126984127","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.2","0.055555555555554","0.79563492063492","0.66666666666667","1","1","1","0","0.33333333333333","2"
"0.2","0.94444444444444","0.79761904761905","0.66666666666667","1","0","0","0","0","2"
"0.2","0.027777777777778","0.79761904761905","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.6","0.055555555555554","0.20238095238095","1","0","1","1","0","0.33333333333333","3"
"0.8","0.040554515633316","0.39880952380952","1","1","0","1","0.5","0.33333333333333","3"
"1","0.93524987678455","0.0059385184668033","0","1","1","1","0.75","1","0"
"0.6","0.94444444444444","0.20238095238095","1","0","1","1","0.5","1","2"
"1","0.046296296296296","0","0","1","1","1","0.5","1","1"
"0.8","0.027777777777778","0.40079365079365","1","1","0","1","0","1","2"
"0.6","0","0.20039682539683","1","0","0","0","0.75","0.66666666666667","1"
"1","0.93518518518518","0.003968253968254","0","1","1","1","0.75","0.33333333333333","1"
"0.6","0.018518518518517","0.20238095238095","1","0","1","1","0.75","0.33333333333333","2"
"0.2","0.94444444444444","0.001984126984127","0.66666666666667","1","1","1","1","1","1"
"1","0.94193976244411","0","0","1","1","1","1","0.33333333333333","1"
"0.2","0.013786869061225","0.001984126984127","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.4","0.018518518518517","0.59722222222222","1","0","0","1","1","0.33333333333333","1"
"0.4","0.037037037037036","0.59747807872712","1","0","0","1","0.25","1","3"
"1","0.016375325721056","0","0","1","1","1","0.75","1","0"
"1","0.018518518518517","0.0005443056081558","1","1","0","0","0.25","0","3"
"0.2","0.037037037037036","0.8015873015873","0.66666666666667","1","0","0","0.5","0.66666666666667","2"
"0.2","0.94444444444444","0.79645168281384","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0","0.97222222222222","0.99801587301587","0.33333333333333","0","0","0","0.5","0.66666666666667","2"
"1","0.053749805591877","0.0057589077419868","0","1","1","1","0.25","1","0"
"0.6","0.93518518518518","0.20436507936508","1","0","0","0","1","0","1"
"0.8","0.96621094967959","0.39950552096309","1","1","0","1","0","0.33333333333333","3"
"0.8","0.9537037037037","0.39880952380952","1","1","0","1","0.75","0.33333333333333","3"
"0","0.96296296296296","0.99801587301587","0.33333333333333","0","0","0","0.25","0.66666666666667","1"
"0.2","0.97222222222222","0.79761904761905","0.66666666666667","1","1","1","0.5","0.33333333333333","2"
"0.6","0.027777777777778","0.20039682539683","1","0","1","1","0.25","1","2"
"0.2","0.94444444444444","0.79761904761905","0.66666666666667","1","0","0","1","0","1"
"0.8","0.0092592592592586","0.40198925669811","1","1","1","0","0.25","0","3"
"0","0.018518518518517","0.99404761904762","0.33333333333333","0","1","1","0.25","0.33333333333333","2"
"0.2","0.94444444444444","0.8015873015873","0.66666666666667","1","1","1","0","1","2"
"0.2","0.018518518518517","0.79761904761905","0.66666666666667","1","0","0","0.5","0","2"
"0","0.027777777777778","0.99404761904762","0.33333333333333","0","1","1","0.5","0.33333333333333","2"
"1","0.93518518518518","0.003968253968254","1","1","0","0","0.75","0.66666666666667","2"
"0.8","0.0092592592592586","0.39880952380952","1","1","0","1","0.5","0.33333333333333","3"
"0.6","0.037037037037036","0.20039682539683","1","0","1","1","1","1","1"
"1","0.046296296296296","0.005952380952381","0","1","1","1","0.25","0.33333333333333","1"
"0","0.93518518518518","0.99404761904762","0.33333333333333","0","1","1","1","1","1"
"1","0.016540846035548","0","0","1","1","1","0.25","1","0"
"0.4","0.018518518518517","0.59920634920635","1","0","0","1","0","1","2"
"0.6","0.018518518518517","0.20238095238095","1","0","0","0","0.25","0.66666666666667","1"
"0","0.93518518518518","0.99603174603175","0.33333333333333","0","0","0","1","0","1"
"1","0.95701417964662","0.005952380952381","1","1","0","0","0","0","3"
"0.8","0.96296296296296","0.39880952380952","1","1","1","0","0.25","0","3"
"1","0.037037037037036","0.005952380952381","1","1","0","0","0.5","0","3"
"1","0.055555555555554","0.003968253968254","1","1","0","0","0.75","0","3"
"1","0.97221482290288","0","0","1","1","1","0.75","1","0"
"1","0.94388191914361","0","0","1","1","1","0.75","1","0"
"0.2","0.055555555555554","0.79761904761905","0.66666666666667","1","1","1","0.25","0.33333333333333","2"
"1","0.055555555555554","0","0","1","1","1","0.25","0.33333333333333","1"
"1","0.018518518518517","0.001984126984127","0","1","1","1","0.5","0.33333333333333","2"
"1","0.024623141851677","0.003968253968254","1","1","0","0","0","0","3"
"1","0.96296296296296","0.005952380952381","0","1","1","1","0.75","0.33333333333333","1"
"0.8","0.97222222222222","0.39880952380952","1","1","1","0","0","0.66666666666667","2"
"0.8","0.0092592592592586","0.39880952380952","1","1","0","1","1","0.33333333333333","1"
"0.2","0.94444444444444","0.001984126984127","0.66666666666667","1","0","0","0.5","0","2"
"0.6","0.9537037037037","0.20238095238095","1","0","1","1","0","1","2"
"0.6","0.94444444444444","0.20039682539683","1","0","0","0","1","0","1"
"1","0.9537037037037","0.0021889628617311","0","1","1","1","0.25","1","0"
"0.2","0.018518518518517","0.79563492063492","0.66666666666667","1","0","0","1","0.66666666666667","1"
"1","0.95300459075559","0.005952380952381","0","1","1","1","0.25","1","0"
"0.8","0.027777777777778","0.39880952380952","1","1","1","0","0.25","0.66666666666667","2"
"0.2","0.018518518518517","0.79761904761905","0.66666666666667","1","1","1","0","0.33333333333333","2"
"1","0.94444444444444","0.005952380952381","1","1","0","0","1","0.66666666666667","1"
"1","0.97222222222222","0.001984126984127","1","1","0","0","0","0","3"
"0.8","0.94444444444444","0.39880952380952","1","1","1","0","0","0","2"
"1","0.050576804489369","0.00091725175565857","0","1","1","1","0.75","1","0"
"0.4","0.037037037037036","0.59920634920635","1","0","0","1","0","0.33333333333333","3"
"1","0.046330093866666","7.2423365079788E-6","0","1","1","1","0.75","1","0"
"0.6","0.9537037037037","0.20436507936508","1","0","0","0","0.25","0","2"
"0.2","0.018518518518517","0.79563492063492","0.66666666666667","1","0","0","0.5","0.66666666666667","2"
"0.8","0.016380950748345","0.39880952380952","1","1","1","0","0.75","0","3"
"1","0.046296296296296","0","1","1","0","0","1","0","1"
"0.8","0.018518518518517","0.4047619047619","1","1","1","0","1","0","1"
"0.8","0.97222222222222","0.39880952380952","1","1","1","0","1","0.66666666666667","1"
"1","0.036758051887402","0","1","1","0","0","0.5","0","3"
"1","0.9537037037037","0.003968253968254","1","1","0","0","0.25","0.66666666666667","2"
"0","0.93518518518518","0.99603174603175","0.33333333333333","0","1","1","0.25","0.33333333333333","2"
"0.6","0.055555555555554","0.20039682539683","1","0","1","1","0","0.33333333333333","3"
"1","0.0092592592592586","0.00029270786290475","0","1","1","1","0.75","1","0"
"1","0.027059113129781","0","0","1","1","1","0.75","1","0"
"0.6","0.9373942802245","0.20238095238095","1","0","1","1","0","0.33333333333333","3"
"1","0.97222222222222","0","0","1","1","1","0.75","0.33333333333333","1"
"0.4","0.015817831942278","0.59722222222222","1","0","0","1","0.25","1","3"
"0.8","0.027777777777778","0.40079365079365","1","1","0","1","1","1","1"
"0.4","0.9537037037037","0.59722222222222","1","0","1","0","1","0","1"
"0.6","0.93518518518518","0.20238095238095","1","0","1","1","0","1","2"
"0.4","0.037037037037036","0.6031746031746","1","0","0","1","0.5","0.33333333333333","3"
"1","0.9537037037037","0.001984126984127","1","1","0","0","0.5","0.66666666666667","2"
"1","0.93518518518518","0.0049815012207024","0","1","1","1","0.75","1","0"
"1","0.97022747177984","0.0055249344290131","0","1","1","1","0.25","1","0"
"0.2","0.018518518518517","0.8015873015873","0.66666666666667","1","1","1","0","1","2"
"0.2","0.94444444444444","0.001984126984127","0.66666666666667","1","0","0","0.75","0","2"
"0.2","0.96296296296296","0.79761904761905","0.66666666666667","1","1","1","0","0.33333333333333","2"
"1","0.020024336630297","0.001984126984127","0","1","1","1","0.75","1","0"
"1","0.94444444444444","0.005952380952381","1","1","0","0","0","0","3"
"1","0.037037037037036","0.0024297675236891","0","1","1","1","0.25","1","0"
"0.8","0.016721069940753","0.40040848324127","1","1","0","1","0.25","1","3"
"0.8","0.94444444444444","0.4047619047619","1","1","0","1","0.75","0.33333333333333","3"
"1","0.040519217051088","0.001984126984127","0","1","1","1","0.75","1","0"
"0.6","0.93518518518518","0.20238095238095","1","0","1","1","1","0.33333333333333","1"
"1","0.049172767884413","0.001984126984127","0","1","1","1","0.75","1","0"
"1","0.013121648007473","0.0051247262206208","0","1","1","1","0.75","1","0"
"0.4","0.037037037037036","0.59920634920635","1","0","1","0","0.25","0.66666666666667","2"
"0.4","0.97222222222222","0.59722222222222","1","0","0","1","0.5","0.33333333333333","3"
"1","0","0.003968253968254","0","1","1","1","0.75","0.33333333333333","1"
"1","0.93700885387392","0.001984126984127","0","1","1","1","0.25","1","0"
"0.4","0.027777777777778","0.5983237306045","1","0","0","1","0.25","1","3"
"0","0.93518518518518","0.99446505246978","0.33333333333333","0","1","1","1","0.33333333333333","1"
"0.2","0.96296296296296","0.79563492063492","0.66666666666667","1","0","0","1","0","1"
"0.2","0.0092592592592586","0.79563492063492","0.66666666666667","1","1","1","0","1","2"
"0.4","0.027777777777778","0.59722222222222","1","0","0","1","0.75","1","2"
"1","0.95277972941871","0.0041662484578956","0","1","1","1","0.75","1","0"
"0.6","0.040796399788578","0.20039682539683","1","0","1","1","0.25","0.33333333333333","3"
"0.2","0.027777777777778","0.79365079365079","0.66666666666667","1","0","0","1","0","1"
"0.4","0.0092592592592586","0.59920634920635","1","0","0","1","0","1","2"
"1","0.94823241435155","0","0","1","1","1","0.25","1","0"
"0.6","0.037037037037036","0.20238095238095","1","0","1","1","0","0.33333333333333","3"
"1","0.0092592592592586","0.0012232574909517","0","1","1","1","0.25","1","0"
"0.6","0.030460284904791","0.20180612942516","1","0","1","1","0.5","0.33333333333333","3"
"1","0.016075700593921","0.005952380952381","0","1","1","1","0.75","1","0"
"1","0.026415695839466","0","0","1","1","1","0.75","1","0"
"1","0.018518518518517","0.003968253968254","1","1","0","0","1","0.66666666666667","1"
"0.2","0.06256947330575","0.001984126984127","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"1","0.93952543684217","0","0","1","1","1","0.75","1","0"
"1","0.010626740623856","0.00029303172098522","0","1","1","1","0.25","1","0"
"0.4","0.018474679648309","0.59920634920635","1","0","1","0","0.25","0","3"
"0.2","0.037037037037036","0.001984126984127","0.66666666666667","1","0","0","0.25","0","2"
"0.2","0.018518518518517","0.8015873015873","0.66666666666667","1","0","0","0","0","2"
"1","0.018518518518517","0.003968253968254","0","1","1","1","0.5","1","1"
"0.2","0.94444444444444","0.79761904761905","0.66666666666667","1","0","0","0.75","0.66666666666667","1"
"1","0.93518518518518","0.003968253968254","0","1","1","1","0.25","1","0"
"1","0.0092592592592586","0.0013111021061782","0","1","1","1","0.75","1","0"
"0.4","0.027777777777778","0.59722222222222","1","0","1","0","1","0","1"
"0.2","0.97222222222222","0.79745582435728","0.66666666666667","1","1","1","0.25","1","1"
"1","1","0.005952380952381","1","1","0","0","0","0.66666666666667","2"
"0.4","0.9537037037037","0.59725732100495","1","0","0","1","0","0.33333333333333","3"
"0.2","0.027777777777778","0.001984126984127","0.66666666666667","1","1","1","0.25","1","1"
"0.8","0.037037037037036","0.39880952380952","1","1","0","1","0.75","1","2"
"0.4","0.041626171747835","0.59920634920635","1","0","0","1","1","1","1"
"1","0.036646228688038","0.005952380952381","1","1","0","0","1","0.66666666666667","1"
"0.8","0.046296296296296","0.39917199080908","1","1","0","1","0.75","0.33333333333333","3"
"0.8","0.046296296296296","0.40079365079365","1","1","0","1","0","1","2"
"0.6","0.97222222222222","0.20071874388641","1","0","0","0","1","0.66666666666667","1"
"1","0.9537037037037","0.003968253968254","1","1","0","0","0.75","0.66666666666667","2"
"0.8","0.9537037037037","0.39880952380952","1","1","1","0","0.25","0.66666666666667","2"
"0","0.94444444444444","0.99801587301587","0.33333333333333","0","1","1","1","0.33333333333333","1"
"0.8","0.94444444444444","0.40079365079365","1","1","0","1","1","0.33333333333333","1"
"0.6","0.053169877932685","0.20238095238095","1","0","1","1","0.5","0.33333333333333","3"
"0.8","0.046296296296296","0.39880952380952","1","1","0","1","0","0.33333333333333","3"
"0.8","0.0092592592592586","0.4047619047619","1","1","1","0","0.25","0","3"
"1","0.019019837542172","0.005952380952381","0","1","1","1","0.25","1","0"
"1","0.022813833444618","0","0","1","1","1","0.25","1","0"
"0","0.93518518518518","0.99603174603175","0.33333333333333","0","1","1","0","1","2"
"0.2","0.96296296296296","0.79563492063492","0.66666666666667","1","0","0","0.75","0","2"
"1","0.9537037037037","0.00043611260153675","0","1","1","1","0.25","1","0"
"0","0.027777777777778","0.99404761904762","0.33333333333333","0","1","1","0.75","1","1"
"0","0.96816302690148","0.99690157360048","0.33333333333333","0","1","1","0.25","1","1"
"1","0.94444444444444","0.005952380952381","1","1","0","0","0.5","0.66666666666667","2"
"0.6","0.96296296296296","0.2006803050148","1","0","1","1","0.25","0.33333333333333","3"
"0","0.93518518518518","1","0.33333333333333","0","0","0","0.25","0","2"
"0.4","0.027777777777778","0.59920634920635","1","0","1","0","0","0","2"
"0.2","0.03526032419346","0.79838049598058","0.66666666666667","1","1","1","1","0.33333333333333","1"
"0.4","0.94444444444444","0.59722222222222","1","0","0","1","0.5","0.33333333333333","3"
"0.6","0.94444444444444","0.20436507936508","1","0","1","1","1","1","1"
"1","0.037037037037036","0.003968253968254","0","1","1","1","0.75","0.33333333333333","1"
"1","0.046296296296296","0.0017670699647059","0","1","1","1","0.25","1","0"
"1","0.93979056885034","0.003968253968254","0","1","1","1","0.75","1","0"
"1","0.94345743901872","0.00021150116265456","1","1","0","0","0.25","0","3"
"1","0.97222222222222","0.0033659093104566","0","1","1","1","0.75","1","0"
"0.4","0.018518518518517","0.59722222222222","1","0","1","0","0.25","0","3"
"1","0.95264003827525","0","0","1","1","1","0.25","1","0"
"1","0.029027025208634","0.0056846850743405","0","1","1","1","1","1","1"
"0.8","0.037037037037036","0.39880952380952","1","1","1","0","0.25","0","3"
"0.2","0.9537037037037","0.001984126984127","0.66666666666667","1","1","1","0","0.33333333333333","2"
"0.6","0.9537037037037","0.20238095238095","1","0","0","0","0.5","0.66666666666667","2"
"1","0.026173190661231","0.005952380952381","0","1","1","1","0.25","1","0"
"1","0.93518518518518","0","1","1","0","0","1","0","1"
"0.2","0.037037037037036","0.8015873015873","0.66666666666667","1","1","1","1","1","1"
"1","0.95069977502608","0.003968253968254","0","1","1","1","0.75","1","0"
"1","0.93945280068916","0.003968253968254","0","1","1","1","0.75","1","0"
"1","0.97119323381229","0.001984126984127","1","1","0","0","0","0","3"
"0.6","0.9537037037037","0.20039682539683","1","0","0","0","0.25","0","2"
"1","0.96296296296296","0.005952380952381","0","1","1","1","0","0.33333333333333","2"
"0.6","0.97222222222222","0.20039682539683","1","0","1","1","0.75","0.33333333333333","2"
"0","0.9537037037037","0.99404761904762","0.33333333333333","0","1","1","1","0.33333333333333","1"
"0.6","0.0092592592592586","0.20238095238095","1","0","1","1","0","1","2"
"0.4","0.95461722894151","0.59722222222222","1","0","0","1","0.25","1","3"
"1","0.031800304287258","0.003968253968254","1","1","0","0","0.25","0","3"
"0.2","0.97222222222222","0.79761904761905","0.66666666666667","1","0","0","0","0","2"
"0.8","0.93904347489784","0.40079365079365","1","1","0","1","0.75","0.33333333333333","3"
